#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297000_00377	1240349.ANGC01000004_gene1802	4.51e-83	266.0	COG1960@1|root,COG1960@2|Bacteria,2GMKM@201174|Actinobacteria,4FUGK@85025|Nocardiaceae	201174|Actinobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.14.14.12	ko:K16047	ko00984,ko01100,ko01120,map00984,map01100,map01120	-	R09819	RC00236	ko00000,ko00001,ko01000	-	-	-	Acyl-CoA_dh_2,Acyl-CoA_dh_N
MGYG000297000_00409	935567.JAES01000037_gene2036	6.72e-66	202.0	COG0093@1|root,COG0093@2|Bacteria,1RCWZ@1224|Proteobacteria,1S3Z3@1236|Gammaproteobacteria,1X6K2@135614|Xanthomonadales	135614|Xanthomonadales	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	rplN	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0097159,GO:1901363,GO:1990904	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L14
MGYG000297000_00441	95619.PM1_0222300	1.69e-105	320.0	COG1063@1|root,COG1063@2|Bacteria,1MV9A@1224|Proteobacteria,1RMNY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Catalyzes the NAD( )-dependent oxidation of L-threonine to 2-amino-3-ketobutyrate	gutB	-	1.1.1.14	ko:K00008	ko00040,ko00051,ko01100,map00040,map00051,map01100	M00014	R00875,R01896	RC00085,RC00102	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
MGYG000297000_00473	754476.Q7A_1432	1.89e-142	415.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
MGYG000297000_00505	1112212.JH584235_gene3124	2.46e-130	375.0	COG0479@1|root,COG0479@2|Bacteria,1MVHS@1224|Proteobacteria,2TQYF@28211|Alphaproteobacteria,2K0CN@204457|Sphingomonadales	204457|Sphingomonadales	C	Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family	sdhB	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_17,Fer4_8
MGYG000297000_00537	1122925.KB895380_gene4010	6.83e-18	90.5	COG0726@1|root,COG0726@2|Bacteria,1TQYJ@1239|Firmicutes,4HE94@91061|Bacilli,26X61@186822|Paenibacillaceae	91061|Bacilli	G	Polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_deac_1
MGYG000297000_00570	395493.BegalDRAFT_3088	1.1e-72	233.0	COG3156@1|root,COG3156@2|Bacteria,1RAQM@1224|Proteobacteria,1S2N8@1236|Gammaproteobacteria,460PF@72273|Thiotrichales	72273|Thiotrichales	U	Type II secretion system (T2SS), protein K	-	-	-	ko:K02460	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSK
MGYG000297000_00603	1158150.KB906250_gene2399	5.95e-25	94.4	COG0291@1|root,COG0291@2|Bacteria,1N6V4@1224|Proteobacteria,1SCHI@1236|Gammaproteobacteria,1WZBU@135613|Chromatiales	135613|Chromatiales	J	Belongs to the bacterial ribosomal protein bL35 family	rpmI	-	-	ko:K02916	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L35p
MGYG000297000_00637	1207063.P24_11210	1.16e-104	312.0	COG1788@1|root,COG1788@2|Bacteria,1NGS5@1224|Proteobacteria,2TVMU@28211|Alphaproteobacteria,2JU2U@204441|Rhodospirillales	204441|Rhodospirillales	I	COG1788 Acyl CoA acetate 3-ketoacid CoA transferase, alpha subunit	-	-	2.8.3.12	ko:K01039	ko00643,ko00650,ko01120,map00643,map00650,map01120	-	R04000,R05509	RC00012,RC00131,RC00137	ko00000,ko00001,ko01000	-	-	-	CoA_trans
MGYG000297000_00669	765912.Thimo_2210	4.31e-22	91.7	2DZHF@1|root,32VAU@2|Bacteria,1N10E@1224|Proteobacteria,1SC4W@1236|Gammaproteobacteria,1WZU0@135613|Chromatiales	135613|Chromatiales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297000_00702	765914.ThisiDRAFT_0206	2.19e-310	857.0	COG0028@1|root,COG0028@2|Bacteria,1MU6U@1224|Proteobacteria,1RMQQ@1236|Gammaproteobacteria,1WWDG@135613|Chromatiales	135613|Chromatiales	E	TIGRFAM Acetolactate synthase, large subunit, biosynthetic	-	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
MGYG000297000_00734	1158150.KB906241_gene1195	6.55e-238	664.0	COG0247@1|root,COG0247@2|Bacteria,1MWTK@1224|Proteobacteria,1RQ9M@1236|Gammaproteobacteria,1WX1I@135613|Chromatiales	135613|Chromatiales	C	Cysteine-rich domain	-	-	-	-	-	-	-	-	-	-	-	-	CCG
MGYG000297000_00011	1265505.ATUG01000002_gene2273	1.04e-53	180.0	COG4923@1|root,COG4923@2|Bacteria,1MY1R@1224|Proteobacteria	1224|Proteobacteria	H	Protein of unknown function (DUF429)	-	-	-	-	-	-	-	-	-	-	-	-	DUF429,Glyoxalase,NUDIX,PALP,Phos_pyr_kin
MGYG000297000_00043	1198452.Jab_2c02630	2.63e-73	230.0	COG1131@1|root,COG1131@2|Bacteria,1MUX3@1224|Proteobacteria,2VKGA@28216|Betaproteobacteria,477B7@75682|Oxalobacteraceae	28216|Betaproteobacteria	V	AAA domain, putative AbiEii toxin, Type IV TA system	nosF	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000297000_00076	1207055.C100_06230	3.91e-18	77.8	2EMS5@1|root,33FEK@2|Bacteria,1NN8V@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	4.1.1.61	ko:K21759	ko00627,ko01120,ko01220,map00627,map01120,map01220	-	R01238	RC00391	ko00000,ko00001,ko01000	-	-	-	-
MGYG000297000_00109	1123502.AQXD01000001_gene1347	1.04e-42	140.0	COG1145@1|root,COG1145@2|Bacteria,1MZ6H@1224|Proteobacteria,1S8ZV@1236|Gammaproteobacteria,1X7EK@135614|Xanthomonadales	135614|Xanthomonadales	C	ferredoxin	-	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_4,Fer4_7
MGYG000297000_00141	1380394.JADL01000004_gene6098	2.96e-37	144.0	2DM5E@1|root,31SVN@2|Bacteria,1MYKR@1224|Proteobacteria,2U9KT@28211|Alphaproteobacteria,2JSXH@204441|Rhodospirillales	204441|Rhodospirillales	S	Domain of unknown function (DUF4340)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4340
MGYG000297000_00174	497964.CfE428DRAFT_3211	5.85e-105	313.0	COG2162@1|root,COG2162@2|Bacteria,46SJV@74201|Verrucomicrobia	74201|Verrucomicrobia	Q	N-acetyltransferase	-	-	2.3.1.118	ko:K00675	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_2
MGYG000297000_00206	1349767.GJA_4596	2.77e-51	167.0	COG1490@1|root,COG1490@2|Bacteria,1RGTV@1224|Proteobacteria,2VR31@28216|Betaproteobacteria,474FN@75682|Oxalobacteraceae	28216|Betaproteobacteria	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	-	-	ko:K07560	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Tyr_Deacylase
MGYG000297000_00238	243365.CV_0656	9e-44	151.0	COG2823@1|root,COG2823@2|Bacteria,1MUZ2@1224|Proteobacteria,2VQIS@28216|Betaproteobacteria,2KR5H@206351|Neisseriales	206351|Neisseriales	S	BON domain	-	-	-	-	-	-	-	-	-	-	-	-	BON
MGYG000297000_00270	32042.PstZobell_11349	8.4e-32	119.0	COG1943@1|root,COG1943@2|Bacteria,1P19I@1224|Proteobacteria,1RQYI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	COG1943 Transposase and inactivated derivatives	-	-	-	ko:K07491	-	-	-	-	ko00000	-	-	-	Y1_Tnp
MGYG000297000_00302	1123368.AUIS01000005_gene334	2.99e-82	254.0	COG0030@1|root,COG0030@2|Bacteria,1MVNU@1224|Proteobacteria,1RMHW@1236|Gammaproteobacteria,2NBUG@225057|Acidithiobacillales	225057|Acidithiobacillales	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	-	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
MGYG000297000_00334	1118153.MOY_12504	1.4e-62	196.0	COG0245@1|root,COG0245@2|Bacteria,1MVHA@1224|Proteobacteria,1S3RQ@1236|Gammaproteobacteria,1XJPI@135619|Oceanospirillales	135619|Oceanospirillales	I	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	-	4.6.1.12	ko:K01770	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05637	RC00002,RC01440	ko00000,ko00001,ko00002,ko01000	-	-	-	YgbB
MGYG000297000_00001	1415779.JOMH01000001_gene2744	1.08e-71	219.0	COG0691@1|root,COG0691@2|Bacteria,1RDFP@1224|Proteobacteria,1S3PT@1236|Gammaproteobacteria,1X5ZV@135614|Xanthomonadales	135614|Xanthomonadales	O	Required for rescue of stalled ribosomes mediated by trans-translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene	smpB	-	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
MGYG000297000_00034	1212548.B381_15303	4.65e-60	196.0	COG3642@1|root,COG3642@2|Bacteria,1N21R@1224|Proteobacteria,1RYF7@1236|Gammaproteobacteria,1YZPV@136846|Pseudomonas stutzeri group	1236|Gammaproteobacteria	G	Lipopolysaccharide kinase (Kdo/WaaP) family	inaA	-	-	-	-	-	-	-	-	-	-	-	Kdo
MGYG000297000_00067	1415779.JOMH01000001_gene803	6.35e-129	380.0	COG0543@1|root,COG1018@1|root,COG0543@2|Bacteria,COG1018@2|Bacteria,1MV72@1224|Proteobacteria,1T3X8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Oxidoreductase FAD-binding domain	-	-	1.17.1.1	ko:K00523	ko00520,map00520	-	R03391,R03392	RC00230	ko00000,ko00001,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
MGYG000297000_00100	313612.L8106_25992	2.89e-57	192.0	COG3971@1|root,COG3971@2|Bacteria,1G0T7@1117|Cyanobacteria,1HAQP@1150|Oscillatoriales	1117|Cyanobacteria	Q	2-keto-4-pentenoate hydratase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297000_00132	1198232.CYCME_0114	1.46e-72	233.0	COG0679@1|root,COG0679@2|Bacteria,1RCAI@1224|Proteobacteria,1S2TH@1236|Gammaproteobacteria,4632U@72273|Thiotrichales	72273|Thiotrichales	S	Membrane transport protein	-	-	-	ko:K07088	-	-	-	-	ko00000	-	-	-	Mem_trans
MGYG000297000_00165	518766.Rmar_2078	2.41e-146	435.0	COG0471@1|root,COG0471@2|Bacteria,4NFDK@976|Bacteroidetes,1FJTN@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	P	Sodium:sulfate symporter transmembrane region	-	-	-	ko:K14445	-	-	-	-	ko00000,ko02000	2.A.47.1	-	-	Na_sulph_symp
MGYG000297000_00197	1198232.CYCME_1152	2.39e-195	553.0	COG4638@1|root,COG4638@2|Bacteria,1N6MJ@1224|Proteobacteria,1RSEF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases large terminal subunit	-	-	-	-	-	-	-	-	-	-	-	-	Rieske,Ring_hydroxyl_A
MGYG000297000_00229	768671.ThimaDRAFT_3083	6.33e-22	90.9	COG1826@1|root,COG1826@2|Bacteria,1N73F@1224|Proteobacteria,1SD9K@1236|Gammaproteobacteria,1WZ88@135613|Chromatiales	135613|Chromatiales	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation	tatB	-	-	ko:K03117	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	MttA_Hcf106
MGYG000297000_00261	187272.Mlg_0346	8.91e-130	380.0	COG0540@1|root,COG0540@2|Bacteria,1MWAB@1224|Proteobacteria,1RPSV@1236|Gammaproteobacteria,1WWU0@135613|Chromatiales	135613|Chromatiales	F	Belongs to the ATCase OTCase family	pyrB	-	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
MGYG000297000_00293	1283300.ATXB01000002_gene2822	3.19e-57	190.0	COG0797@1|root,COG0797@2|Bacteria,1MZ8S@1224|Proteobacteria,1RMCG@1236|Gammaproteobacteria,1XF0K@135618|Methylococcales	135618|Methylococcales	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	-	-	-	-	-	-	-	-	-	DPBB_1,SPOR
MGYG000297000_00357	243233.MCA3087	7.1e-105	335.0	COG0457@1|root,COG0457@2|Bacteria,1MXK4@1224|Proteobacteria,1RNFM@1236|Gammaproteobacteria,1XEJY@135618|Methylococcales	135618|Methylococcales	S	Oxygen tolerance	-	-	-	-	-	-	-	-	-	-	-	-	BatD
MGYG000297000_00389	1111732.AZOD01000033_gene755	1.3e-103	306.0	COG0081@1|root,COG0081@2|Bacteria,1MUE6@1224|Proteobacteria,1RMDW@1236|Gammaproteobacteria,1X4NJ@135614|Xanthomonadales	135614|Xanthomonadales	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
MGYG000297000_00421	283942.IL1893	1.37e-70	214.0	COG0100@1|root,COG0100@2|Bacteria,1RD0A@1224|Proteobacteria,1S3Q2@1236|Gammaproteobacteria,2QFZS@267893|Idiomarinaceae	1236|Gammaproteobacteria	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
MGYG000297000_00453	671065.MetMK1DRAFT_00016440	1.81e-10	67.8	COG3396@1|root,arCOG04786@2157|Archaea	2157|Archaea	S	Phenylacetate-CoA oxygenase	paaA	-	1.14.13.149	ko:K02609	ko00360,ko01120,map00360,map01120	-	R09838	RC02690	ko00000,ko00001,ko01000	-	-	-	PaaA_PaaC
MGYG000297000_00485	1278307.KB906969_gene2296	8.1e-87	263.0	COG0284@1|root,COG0284@2|Bacteria,1MW2C@1224|Proteobacteria,1RNJR@1236|Gammaproteobacteria,2QHSJ@267894|Psychromonadaceae	1236|Gammaproteobacteria	F	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)	pyrF	GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	iECO103_1326.ECO103_1444,iECSF_1327.ECSF_1264,iSFV_1184.SFV_1294,iSF_1195.SF1285,iSFxv_1172.SFxv_1457,iS_1188.S1368,ic_1306.c1750	OMPdecase
MGYG000297000_00517	237368.SCABRO_01113	7.81e-76	254.0	COG4796@1|root,COG4796@2|Bacteria,2IY1C@203682|Planctomycetes	203682|Planctomycetes	U	Belongs to the GSP D family	-	-	-	ko:K02666	-	-	-	-	ko00000,ko02035,ko02044	3.A.15.2	-	-	STN,Secretin,Secretin_N_2
MGYG000297000_01206	1198232.CYCME_1229	6.8e-71	222.0	COG0778@1|root,COG0778@2|Bacteria,1PG8V@1224|Proteobacteria,1RQ9U@1236|Gammaproteobacteria,460HM@72273|Thiotrichales	72273|Thiotrichales	C	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
MGYG000297000_01240	1449048.JQKU01000005_gene4359	1.79e-54	182.0	COG2227@1|root,COG2227@2|Bacteria	2|Bacteria	H	3-demethylubiquinone-9 3-O-methyltransferase activity	MA20_06080	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31
