#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297001_01638	314287.GB2207_03569	1.4e-218	608.0	COG0686@1|root,COG0686@2|Bacteria,1QTX1@1224|Proteobacteria,1T1JB@1236|Gammaproteobacteria,1J4WY@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Belongs to the AlaDH PNT family	ald	-	1.4.1.1	ko:K00259	ko00250,ko00430,ko01100,map00250,map00430,map01100	-	R00396	RC00008	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N
MGYG000297001_01283	314287.GB2207_00225	6.98e-206	577.0	COG1960@1|root,COG1960@2|Bacteria,1MUBH@1224|Proteobacteria,1RS45@1236|Gammaproteobacteria,1J5CZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	COG1960 Acyl-CoA dehydrogenases	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
MGYG000297001_00568	247634.GPB2148_1791	1.29e-33	122.0	COG2137@1|root,COG2137@2|Bacteria,1N6P6@1224|Proteobacteria,1SCMF@1236|Gammaproteobacteria,1J6PC@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Modulates RecA activity	recX	GO:0003674,GO:0005488,GO:0005515,GO:0006282,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019219,GO:0019222,GO:0019899,GO:0030234,GO:0031323,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0048583,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0071496,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:2001020	-	ko:K03565	-	-	-	-	ko00000,ko03400	-	-	-	RecX
MGYG000297001_00601	314287.GB2207_00205	5.08e-78	234.0	COG0824@1|root,COG0824@2|Bacteria,1RGZN@1224|Proteobacteria,1S64N@1236|Gammaproteobacteria,1JA6D@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Thioesterase-like superfamily	-	-	-	ko:K07107	-	-	-	-	ko00000,ko01000	-	-	-	4HBT,4HBT_2
MGYG000297001_00633	1411685.U062_00081	8.17e-145	415.0	COG3752@1|root,COG3752@2|Bacteria,1MXCP@1224|Proteobacteria,1RQID@1236|Gammaproteobacteria,1J956@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF1295
MGYG000297001_00665	1121930.AQXG01000001_gene1371	5.46e-49	158.0	COG0073@1|root,COG0073@2|Bacteria,4NQ9I@976|Bacteroidetes	976|Bacteroidetes	J	tRNA-binding protein	csaA	-	-	ko:K06878	-	-	-	-	ko00000	-	-	-	tRNA_bind
MGYG000297001_00729	314287.GB2207_06363	3.61e-67	208.0	COG0319@1|root,COG0319@2|Bacteria,1MZ67@1224|Proteobacteria,1S6BS@1236|Gammaproteobacteria,1J6C8@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	PhoH,UPF0054
MGYG000297001_00793	314287.GB2207_04997	2.66e-136	390.0	COG0854@1|root,COG0854@2|Bacteria,1MU9W@1224|Proteobacteria,1RMS5@1236|Gammaproteobacteria,1J53X@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate	pdxJ	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009110,GO:0009987,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019438,GO:0033856,GO:0034641,GO:0042364,GO:0042816,GO:0042819,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	2.6.99.2	ko:K03474	ko00750,ko01100,map00750,map01100	M00124	R05838	RC01476	ko00000,ko00001,ko00002,ko01000	-	-	-	PdxJ
MGYG000297001_00825	314287.GB2207_01607	1.3e-119	344.0	COG0560@1|root,COG0560@2|Bacteria,1MZPG@1224|Proteobacteria,1RRRU@1236|Gammaproteobacteria,1J5MZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	COG0560 Phosphoserine phosphatase	thrH	-	2.7.1.39,3.1.3.3	ko:K02203	ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00680,map01100,map01110,map01120,map01130,map01230	M00018	R00582,R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HAD,Hydrolase
MGYG000297001_00859	1411685.U062_00658	1.99e-238	669.0	COG2072@1|root,COG2072@2|Bacteria,1MU71@1224|Proteobacteria,1RP8X@1236|Gammaproteobacteria,1J7VR@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Flavin-binding monooxygenase-like	ethA	GO:0003674,GO:0003824,GO:0004497,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016709,GO:0055114	-	-	-	-	-	-	-	-	-	-	FMO-like,NAD_binding_8,Pyr_redox_2,Pyr_redox_3
MGYG000297001_00891	314287.GB2207_05392	1.04e-279	773.0	COG0364@1|root,COG0364@2|Bacteria,1MUN0@1224|Proteobacteria,1RN76@1236|Gammaproteobacteria,1J4IF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	GO:0003674,GO:0003824,GO:0004345,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0009117,GO:0009372,GO:0009987,GO:0010699,GO:0016491,GO:0016614,GO:0016616,GO:0019318,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0023052,GO:0034641,GO:0042802,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0051704,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	e_coli_core.b1852,iAF1260.b1852,iBWG_1329.BWG_1666,iE2348C_1286.E2348C_1977,iEC042_1314.EC042_2019,iECABU_c1320.ECABU_c21130,iECDH10B_1368.ECDH10B_1993,iECDH1ME8569_1439.ECDH1ME8569_1798,iECED1_1282.ECED1_2057,iECIAI39_1322.ECIAI39_1198,iECNA114_1301.ECNA114_1899,iECO26_1355.ECO26_2690,iECP_1309.ECP_1796,iECSF_1327.ECSF_1710,iECUMN_1333.ECUMN_2149,iECW_1372.ECW_m2026,iEKO11_1354.EKO11_1918,iEcDH1_1363.EcDH1_1789,iEcE24377_1341.EcE24377A_2082,iEcHS_1320.EcHS_A1944,iEcSMS35_1347.EcSMS35_1335,iEcolC_1368.EcolC_1780,iG2583_1286.G2583_2304,iJO1366.b1852,iJR904.b1852,iLF82_1304.LF82_3733,iNRG857_1313.NRG857_09280,iSDY_1059.SDY_1138,iWFL_1372.ECW_m2026,iY75_1357.Y75_RS09725,iYL1228.KPN_02367,ic_1306.c2265	G6PD_C,G6PD_N
MGYG000297001_01051	314287.GB2207_07427	2.47e-59	195.0	COG3063@1|root,COG3063@2|Bacteria,1RAFJ@1224|Proteobacteria,1S5H6@1236|Gammaproteobacteria,1J6AZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	NU	Tetratricopeptide repeat	pilF	-	-	ko:K02656	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	LysM,TPR_1,TPR_12,TPR_16,TPR_17,TPR_19,TPR_2,TPR_8
MGYG000297001_00815	1411685.U062_02076	2.09e-41	136.0	COG0828@1|root,COG0828@2|Bacteria,1MZCC@1224|Proteobacteria,1S8QZ@1236|Gammaproteobacteria,1J6RF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the bacterial ribosomal protein bS21 family	rpsU	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02970	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S21
MGYG000297001_00011	1411685.U062_00270	2.13e-141	403.0	COG1024@1|root,COG1024@2|Bacteria,1MWF6@1224|Proteobacteria,1RZJJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	Enoyl-CoA hydratase carnithine racemase	-	-	-	-	-	-	-	-	-	-	-	-	ECH_1
MGYG000297001_00043	314287.GB2207_02107	5.43e-191	537.0	COG0379@1|root,COG0379@2|Bacteria,1MWQU@1224|Proteobacteria,1RMFS@1236|Gammaproteobacteria,1J56G@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016053,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b0750,iAPECO1_1312.APECO1_1338,iB21_1397.B21_00692,iBWG_1329.BWG_0602,iECBD_1354.ECBD_2917,iECB_1328.ECB_00703,iECDH10B_1368.ECDH10B_0817,iECDH1ME8569_1439.ECDH1ME8569_0703,iECD_1391.ECD_00703,iECED1_1282.ECED1_0711,iECOK1_1307.ECOK1_0750,iECP_1309.ECP_0761,iECS88_1305.ECS88_0766,iECSP_1301.ECSP_0802,iECs_1301.ECs0778,iETEC_1333.ETEC_0754,iEcDH1_1363.EcDH1_2892,iEcolC_1368.EcolC_2912,iJN746.PP_1231,iJO1366.b0750,iJR904.b0750,iUMN146_1321.UM146_13905,iUTI89_1310.UTI89_C0747,iY75_1357.Y75_RS03905,iZ_1308.Z0919	DHDPS,NadA
MGYG000297001_00075	314287.GB2207_02357	1.32e-20	104.0	COG3170@1|root,COG3170@2|Bacteria,1MXV7@1224|Proteobacteria,1RMM5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	COG3170 Tfp pilus assembly protein FimV	fimV	-	-	ko:K08086	-	-	-	-	ko00000	-	-	-	FliN_N,LysM,TPR_10,TPR_11,TPR_14,TPR_16,TPR_19,TPR_8,Trypan_PARP
MGYG000297001_00171	314287.GB2207_09151	1.37e-65	201.0	COG0251@1|root,COG0251@2|Bacteria,1MZ3J@1224|Proteobacteria,1S5XS@1236|Gammaproteobacteria,1J6BH@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Endoribonuclease L-PSP	tdcF	-	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
MGYG000297001_00235	744980.TRICHSKD4_5221	1.68e-15	80.5	COG0824@1|root,COG1250@1|root,COG0824@2|Bacteria,COG1250@2|Bacteria,1MV8M@1224|Proteobacteria,2TRAW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	I	Catalyzes the NAD( )-dependent oxidation of L-carnitine to 3-dehydrocarnitine	lcdH	-	1.1.1.108	ko:K17735	-	-	-	-	ko00000,ko01000	-	-	-	3HCDH,3HCDH_N,4HBT_2
MGYG000297001_00301	314287.GB2207_07562	6.3e-241	676.0	COG0397@1|root,COG0397@2|Bacteria,1MVK3@1224|Proteobacteria,1RNCS@1236|Gammaproteobacteria,1J4KH@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Belongs to the UPF0061 (SELO) family	ydiU	-	-	ko:K08997	-	-	-	-	ko00000	-	-	-	UPF0061
MGYG000297001_00397	1411685.U062_00226	5.72e-45	157.0	COG2834@1|root,COG2834@2|Bacteria,1PXDV@1224|Proteobacteria,1S9FW@1236|Gammaproteobacteria,1J6XQ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)	lolA	GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0030288,GO:0030313,GO:0031975,GO:0032940,GO:0033036,GO:0034613,GO:0042597,GO:0042886,GO:0042953,GO:0042954,GO:0044464,GO:0044872,GO:0044873,GO:0044874,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0070727,GO:0071702,GO:0071705,GO:0072321,GO:0072322,GO:0072323,GO:0072657	-	ko:K03634	-	-	-	-	ko00000	-	-	-	LolA
MGYG000297001_00429	314287.GB2207_06118	1.69e-21	95.1	COG2304@1|root,COG5276@1|root,COG2304@2|Bacteria,COG5276@2|Bacteria	2|Bacteria	IU	oxidoreductase activity	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Cadherin,Calx-beta,Cohesin,DUF1194,DUF1566,DUF1573,DUF4114,DUF4347,DUF5011,FG-GAP_2,FIVAR,FecR,Gram_pos_anchor,HCBP_related,He_PIG,HemolysinCabind,Hint_2,Integrin_beta,Lactonase,Laminin_G_3,Lectin_C,PD40,Peptidase_M64,TSP_3,Tad,VCBS,VPEP,VWA,VWA_2,YSIRK_signal
MGYG000297001_00462	1279017.AQYJ01000025_gene536	1.05e-86	262.0	2CISN@1|root,2Z7MB@2|Bacteria,1MZKH@1224|Proteobacteria,1SKBN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Gluconate 2-dehydrogenase subunit 3	-	-	-	-	-	-	-	-	-	-	-	-	Gluconate_2-dh3
MGYG000297001_00526	1411685.U062_01997	2.98e-224	625.0	COG2223@1|root,COG2223@2|Bacteria,1MW71@1224|Proteobacteria,1RN10@1236|Gammaproteobacteria,1J7MX@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	COG0477 Permeases of the major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000297001_00558	1121374.KB891587_gene3013	2.14e-130	385.0	COG0454@1|root,COG1309@1|root,COG0456@2|Bacteria,COG1309@2|Bacteria,1RKY5@1224|Proteobacteria,1S9I2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	PFAM GCN5-related N-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,TetR_C_6,TetR_N
MGYG000297001_00687	314287.GB2207_11673	2.7e-175	501.0	COG0772@1|root,COG0772@2|Bacteria,1MVDB@1224|Proteobacteria,1RMIV@1236|Gammaproteobacteria,1J5FI@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	Peptidoglycan polymerase that is essential for cell division	ftsW	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008360,GO:0009987,GO:0015647,GO:0015648,GO:0015835,GO:0015836,GO:0016020,GO:0016021,GO:0022603,GO:0022604,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032153,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051179,GO:0051234,GO:0051301,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071944,GO:1901264,GO:1901505	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
