#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
GUT_GENOME029311_00067	1128111.HMPREF0870_01581	2.7e-64	251.1	Negativicutes			4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220		R03470	RC00938	ko00000,ko00001,ko01000				Bacteria	1V78I@1239,4H4I5@909932,COG0599@1,COG0599@2	NA|NA|NA	S	Carboxymuconolactone decarboxylase family
GUT_GENOME029311_00068	936589.HMPREF1521_0990	1.3e-57	228.8	Negativicutes	rmeD			ko:K13640					ko00000,ko03000				Bacteria	1VB69@1239,4H5KN@909932,COG0789@1,COG0789@2	NA|NA|NA	K	helix_turn_helix, mercury resistance
GUT_GENOME029311_00069	479436.Vpar_1733	1.2e-89	335.9	Negativicutes			1.6.5.2	ko:K00355	ko00130,ko01110,ko05200,ko05225,ko05418,map00130,map01110,map05200,map05225,map05418		R02964,R03643,R03816	RC00819	ko00000,ko00001,ko01000				Bacteria	1U3MF@1239,4H5ET@909932,COG2249@1,COG2249@2	NA|NA|NA	S	NADPH-dependent FMN reductase
GUT_GENOME029311_00081	479436.Vpar_1715	1.1e-108	399.4	Negativicutes	scdA	GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0030091,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0071704,GO:1901564		ko:K07322					ko00000				Bacteria	1UYJV@1239,4H22Y@909932,COG2846@1,COG2846@2	NA|NA|NA	D	Di-iron-containing protein involved in the repair of iron-sulfur clusters
GUT_GENOME029311_00082	411459.RUMOBE_00469	9.4e-80	303.1	Blautia													Bacteria	1TQ84@1239,248FS@186801,3XZ5I@572511,COG0628@1,COG0628@2	NA|NA|NA	S	Psort location CytoplasmicMembrane, score 9.99
GUT_GENOME029311_00106	699218.HMPREF0889_1287	1.2e-27	128.6	Negativicutes				ko:K07726					ko00000,ko03000				Bacteria	1VEX2@1239,4H8CA@909932,COG2944@1,COG2944@2	NA|NA|NA	K	Helix-turn-helix XRE-family like proteins
GUT_GENOME029311_00107	1392491.JIAE01000001_gene727	4.5e-284	983.4	Ruminococcaceae	hsdM		2.1.1.72	ko:K03427					ko00000,ko01000,ko02048				Bacteria	1TPGZ@1239,247RY@186801,3WGXV@541000,COG0286@1,COG0286@2	NA|NA|NA	L	N-6 DNA methylase
GUT_GENOME029311_00108	1235793.C809_02150	7.3e-90	337.8	unclassified Lachnospiraceae			3.1.21.3	ko:K01154					ko00000,ko01000,ko02048				Bacteria	1V24U@1239,24EH7@186801,27NHT@186928,COG0732@1,COG0732@2	NA|NA|NA	V	Type I restriction modification DNA specificity domain
GUT_GENOME029311_00110	1235793.C809_02153	0.0	1684.1	unclassified Lachnospiraceae			3.1.21.3	ko:K01153					ko00000,ko01000,ko02048				Bacteria	1TP7S@1239,248A6@186801,27K3H@186928,COG0610@1,COG0610@2	NA|NA|NA	V	Type III restriction enzyme, res subunit
GUT_GENOME029311_00111	742741.HMPREF9475_02378	8.2e-09	65.5	Clostridia													Bacteria	1VFAK@1239,24QRG@186801,2EDWE@1,337RI@2	NA|NA|NA		
GUT_GENOME029311_00113	879309.HMPREF9199_1641	0.0	1769.2	Negativicutes													Bacteria	1TQ62@1239,4H3FJ@909932,COG1061@1,COG1061@2,COG3886@1,COG3886@2	NA|NA|NA	L	domain protein
GUT_GENOME029311_00114	879309.HMPREF9199_1640	1.2e-65	255.8	Negativicutes	mutT		3.6.1.55	ko:K03574,ko:K12152					ko00000,ko01000,ko03400				Bacteria	1UIGB@1239,4H4WX@909932,COG1051@1,COG1051@2	NA|NA|NA	F	mutator MutT protein
GUT_GENOME029311_00210	255470.cbdbA1488	3.5e-93	348.6	Chloroflexi	dam		2.1.1.72	ko:K06223	ko03430,map03430				ko00000,ko00001,ko01000,ko02048,ko03032,ko03400				Bacteria	2G7IU@200795,COG0338@1,COG0338@2	NA|NA|NA	L	PFAM D12 class N6 adenine-specific DNA methyltransferase
GUT_GENOME029311_00211	1122217.KB899587_gene165	5.8e-97	360.5	Firmicutes			2.1.1.72	ko:K00571,ko:K07319					ko00000,ko01000,ko02048				Bacteria	1UNQ6@1239,COG2189@1,COG2189@2	NA|NA|NA	L	Belongs to the N(4) N(6)-methyltransferase family
GUT_GENOME029311_00212	97138.C820_02649	8.7e-95	353.6	Clostridia													Bacteria	1VM3J@1239,2555P@186801,28MWH@1,2ZB3R@2	NA|NA|NA	L	Type II restriction endonuclease, TdeIII
GUT_GENOME029311_00214	546273.VEIDISOL_00866	7.8e-58	229.6	Firmicutes	yjbR												Bacteria	1VBCB@1239,COG2315@1,COG2315@2	NA|NA|NA	S	Protein conserved in bacteria
GUT_GENOME029311_00292	479436.Vpar_0143	2.5e-74	284.6	Negativicutes	dps	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0034641,GO:0042262,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360		ko:K04047					ko00000,ko03036				Bacteria	1VA3K@1239,4H4SQ@909932,COG0783@1,COG0783@2	NA|NA|NA	P	Belongs to the Dps family
GUT_GENOME029311_00314	1232666.JANE01000107_gene49	6e-158	563.5	Bacilli	tnpA1												Bacteria	1TQ93@1239,4HDNZ@91061,COG3464@1,COG3464@2	NA|NA|NA	L	PFAM transposase, IS204 IS1001 IS1096 IS1165 family protein
GUT_GENOME029311_00315	1035187.HMPREF9959_0774	8.5e-301	1038.9	Streptococcus mitis	merA		1.16.1.1	ko:K00520					ko00000,ko01000				Bacteria	1TP1W@1239,2TP8R@28037,4HBZR@91061,COG1249@1,COG1249@2	NA|NA|NA	H	Resistance to Hg(2 ) in bacteria appears to be governed by a specialized system which includes mercuric reductase. MerA protein is responsible for volatilizing mercury as Hg(0)
GUT_GENOME029311_00316	1139219.I569_00965	7.7e-67	259.6	Bacilli	merR			ko:K08365,ko:K19591		M00769			ko00000,ko00002,ko01504,ko03000				Bacteria	1V2NC@1239,4HG20@91061,COG0789@1,COG0789@2	NA|NA|NA	K	Transcriptional
GUT_GENOME029311_00328	203120.LEUM_1672	1.1e-13	83.6	Bacilli													Bacteria	1UIV9@1239,28JTW@1,2Z9J1@2,4IST5@91061	NA|NA|NA	S	N-terminal phage replisome organiser (Phage_rep_org_N)
GUT_GENOME029311_00333	764291.STRUR_2166	1.9e-20	106.3	Bacilli													Bacteria	1UKBJ@1239,4HPPX@91061,COG3646@1,COG3646@2	NA|NA|NA	S	Phage regulatory protein
GUT_GENOME029311_00334	592028.GCWU000321_01891	1.6e-10	71.6	Firmicutes		GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141		ko:K07729					ko00000,ko03000				Bacteria	1W3U6@1239,COG1476@1,COG1476@2	NA|NA|NA	K	TRANSCRIPTIONal
GUT_GENOME029311_00335	592028.GCWU000321_01890	3.7e-23	115.5	Bacteria				ko:K07726					ko00000,ko03000				Bacteria	COG2944@1,COG2944@2	NA|NA|NA	K	sequence-specific DNA binding
GUT_GENOME029311_00336	1122216.AUHW01000014_gene235	1.3e-101	376.7	Negativicutes													Bacteria	1V15G@1239,4H2ZJ@909932,COG0582@1,COG0582@2	NA|NA|NA	L	Phage integrase family
GUT_GENOME029311_00373	546273.VEIDISOL_01301	1.6e-131	475.3	Negativicutes	comF	GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0015976,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575											Bacteria	1VF2G@1239,4H4CJ@909932,COG1040@1,COG1040@2	NA|NA|NA	S	ComF family
GUT_GENOME029311_00396	936589.HMPREF1521_1692	3.4e-20	105.9	Negativicutes													Bacteria	1VEA7@1239,2D0BN@1,32T8B@2,4H5CP@909932	NA|NA|NA	S	Protein of unknown function (DUF3829)
GUT_GENOME029311_00398	546273.VEIDISOL_01732	7.2e-98	363.2	Bacteria													Bacteria	COG3152@1,COG3152@2	NA|NA|NA	L	Membrane
GUT_GENOME029311_00399	546273.VEIDISOL_01731	2.4e-143	515.0	Bacteria													Bacteria	COG3152@1,COG3152@2	NA|NA|NA	L	Membrane
GUT_GENOME029311_00421	479436.Vpar_1644	1.4e-74	285.4	Negativicutes	azlC												Bacteria	1TP8P@1239,4H3BZ@909932,COG1296@1,COG1296@2	NA|NA|NA	E	azaleucine resistance protein AzlC
GUT_GENOME029311_00422	479436.Vpar_1643	3.5e-52	210.7	Negativicutes	azlD												Bacteria	1V9YS@1239,4H5VI@909932,COG1687@1,COG1687@2	NA|NA|NA	E	Branched-chain amino acid transport protein (AzlD)
GUT_GENOME029311_00446	479436.Vpar_1617	3.8e-37	160.6	Bacteria													Bacteria	COG3668@1,COG3668@2	NA|NA|NA	D	Plasmid stabilization system
GUT_GENOME029311_00447	866776.HMPREF9321_0702	2e-90	338.6	Bacteria				ko:K07473					ko00000,ko02048				Bacteria	COG3077@1,COG3077@2	NA|NA|NA	L	bacterial-type proximal promoter sequence-specific DNA binding
GUT_GENOME029311_00455	546273.VEIDISOL_00102	1.2e-234	818.9	Negativicutes				ko:K03326					ko00000,ko02000	2.A.61.1			Bacteria	1U0AJ@1239,4H32R@909932,COG3069@1,COG3069@2	NA|NA|NA	C	Anaerobic c4-dicarboxylate antiporter, DcuC family
GUT_GENOME029311_00456	546273.VEIDISOL_00101	1.4e-217	761.9	Negativicutes													Bacteria	1TQ7B@1239,4H1UZ@909932,COG1473@1,COG1473@2	NA|NA|NA	S	amidohydrolase
GUT_GENOME029311_00457	546273.VEIDISOL_00100	2.1e-120	438.3	Negativicutes													Bacteria	1UY5X@1239,4H7TP@909932,COG1414@1,COG1414@2	NA|NA|NA	K	IclR helix-turn-helix domain protein
GUT_GENOME029311_00458	479436.Vpar_1798	1.4e-11	74.3	Negativicutes	ncs1			ko:K10974					ko00000,ko02000	2.A.39.1			Bacteria	1TTBN@1239,4H5T8@909932,COG1457@1,COG1457@2	NA|NA|NA	F	Permease, cytosine purine, uracil, thiamine, allantoin family
GUT_GENOME029311_00460	479436.Vpar_1799	3.4e-13	79.7	Firmicutes													Bacteria	1VN56@1239,2EIDE@1,33C4T@2	NA|NA|NA		
GUT_GENOME029311_00462	1033737.CAEV01000076_gene521	7.2e-15	88.2	Clostridiaceae													Bacteria	1VIQC@1239,2539G@186801,2DPAT@1,331AB@2,36SFS@31979	NA|NA|NA		
GUT_GENOME029311_00463	926561.KB900624_gene2580	1.2e-67	263.5	Clostridia													Bacteria	1VZG0@1239,252WN@186801,29GVD@1,303T4@2	NA|NA|NA		
GUT_GENOME029311_00464	1123315.AUIP01000001_gene1402	1.4e-149	535.8	Bacilli	haeIIIM		2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036				Bacteria	1TSNX@1239,4HEZ9@91061,COG0270@1,COG0270@2	NA|NA|NA	L	C-5 cytosine-specific DNA methylase
GUT_GENOME029311_00480	1235803.C825_01334	3.6e-55	220.7	Porphyromonadaceae	alaS		6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016				Bacteria	22XC2@171551,2FN1R@200643,4NFHW@976,COG0013@1,COG0013@2	NA|NA|NA	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain
GUT_GENOME029311_00484	879309.HMPREF9199_1723	3.9e-123	447.6	Negativicutes				ko:K19333,ko:K20539	ko02024,map02024				ko00000,ko00001,ko03000				Bacteria	1V0DP@1239,4H93T@909932,COG1414@1,COG1414@2	NA|NA|NA	K	Bacterial transcriptional regulator
GUT_GENOME029311_00485	883156.HMPREF9282_00639	5.4e-209	733.8	Negativicutes	uxaA		4.2.1.7	ko:K01685,ko:K16849,ko:K16850	ko00040,ko01100,map00040,map01100	M00631	R01540	RC00543	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPTX@1239,4H26B@909932,COG2721@1,COG2721@2	NA|NA|NA	G	D-galactarate dehydratase altronate hydrolase domain protein
GUT_GENOME029311_00486	883156.HMPREF9282_00640	3.6e-108	397.9	Firmicutes													Bacteria	1TRYD@1239,COG1028@1,COG1028@2	NA|NA|NA	IQ	Oxidoreductase, short chain dehydrogenase reductase family protein
GUT_GENOME029311_00487	879309.HMPREF9199_1717	3.1e-226	790.8	Negativicutes	fucP			ko:K02429					ko00000,ko02000	2.A.1.7			Bacteria	1TQ1K@1239,4H6PQ@909932,COG0738@1,COG0738@2	NA|NA|NA	G	MFS/sugar transport protein
GUT_GENOME029311_00488	879309.HMPREF9199_1716	9.1e-222	775.8	Negativicutes			5.1.3.32	ko:K03534,ko:K07046	ko00051,ko01120,map00051,map01120		R10689,R10819	RC00537,RC00563	ko00000,ko00001,ko01000				Bacteria	1V1XT@1239,4H6P9@909932,COG3254@1,COG3254@2,COG3618@1,COG3618@2	NA|NA|NA	S	L-rhamnose mutarotase
GUT_GENOME029311_00489	879309.HMPREF9199_1715	7e-172	609.8	Negativicutes			4.1.2.28,4.3.3.7	ko:K01714,ko:K22397	ko00040,ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00040,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R01782,R10147	RC00307,RC00572,RC03062,RC03063	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPSG@1239,4H3TN@909932,COG0329@1,COG0329@2	NA|NA|NA	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)
GUT_GENOME029311_00490	879309.HMPREF9199_1714	6.8e-212	743.0	Negativicutes	fucO	GO:0003674,GO:0003824,GO:0004022,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006004,GO:0006066,GO:0008150,GO:0008152,GO:0008198,GO:0008912,GO:0009056,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019299,GO:0019301,GO:0019317,GO:0019318,GO:0019320,GO:0019751,GO:0034311,GO:0034313,GO:0042354,GO:0042355,GO:0042844,GO:0042846,GO:0043167,GO:0043169,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046164,GO:0046174,GO:0046365,GO:0046872,GO:0046914,GO:0051143,GO:0055114,GO:0071704,GO:1901575,GO:1901615,GO:1901616	1.1.1.1,1.1.1.77,1.1.99.37,1.2.98.1	ko:K00048,ko:K13954,ko:K17067	ko00010,ko00071,ko00350,ko00625,ko00626,ko00630,ko00640,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00010,map00071,map00350,map00625,map00626,map00630,map00640,map00680,map01100,map01110,map01120,map01130,map01200,map01220		R00614,R00623,R00754,R01781,R02257,R04880,R05233,R05234,R06917,R06927	RC00034,RC00050,RC00087,RC00088,RC00099,RC00116,RC00188,RC00649	ko00000,ko00001,ko01000			iAF1260.b2799,iECDH1ME8569_1439.ECDH1ME8569_2709,iECSE_1348.ECSE_3059,iECW_1372.ECW_m3009,iEKO11_1354.EKO11_0969,iEcDH1_1363.EcDH1_0889,iEcE24377_1341.EcE24377A_3104,iEcHS_1320.EcHS_A2943,iJO1366.b2799,iJR904.b2799,iUMNK88_1353.UMNK88_3484,iWFL_1372.ECW_m3009,iY75_1357.Y75_RS14565	Bacteria	1TPB4@1239,4H2N0@909932,COG1454@1,COG1454@2	NA|NA|NA	C	alcohol dehydrogenase
GUT_GENOME029311_00499	879309.HMPREF9199_1704	2.2e-131	474.9	Negativicutes	glpF			ko:K02440					ko00000,ko02000	1.A.8.1,1.A.8.2			Bacteria	1TP4T@1239,4H21X@909932,COG0580@1,COG0580@2	NA|NA|NA	G	Belongs to the MIP aquaporin (TC 1.A.8) family
GUT_GENOME029311_00513	546273.VEIDISOL_01812	2e-70	272.3	Negativicutes				ko:K02072	ko02010,map02010	M00238			ko00000,ko00001,ko00002,ko02000	3.A.1.24			Bacteria	1TRSY@1239,4H3ZB@909932,COG2011@1,COG2011@2	NA|NA|NA	P	Binding-protein-dependent transport system inner membrane component
GUT_GENOME029311_00514	1128111.HMPREF0870_01468	6.7e-153	546.6	Negativicutes	metQ			ko:K02073	ko02010,map02010	M00238			ko00000,ko00001,ko00002,ko02000	3.A.1.24			Bacteria	1TRXS@1239,4H3AR@909932,COG1464@1,COG1464@2	NA|NA|NA	M	nlpA lipoprotein
GUT_GENOME029311_00530	1235803.C825_04857	9.5e-94	349.4	Porphyromonadaceae	paiA												Bacteria	22YJN@171551,2FPFH@200643,4NQVT@976,COG0454@1,COG0456@2	NA|NA|NA	K	Acetyltransferase (GNAT) domain
GUT_GENOME029311_00531	411477.PARMER_02227	3.6e-76	291.2	Porphyromonadaceae	atpE			ko:K02121	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			Bacteria	22Y2E@171551,2FMD8@200643,4NP16@976,COG1390@1,COG1390@2	NA|NA|NA	C	subunit E
GUT_GENOME029311_00532	411477.PARMER_02226	2.2e-162	578.2	Porphyromonadaceae	ntpC			ko:K02119	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			Bacteria	22Y3R@171551,2G2KA@200643,4NMSU@976,COG1527@1,COG1527@2	NA|NA|NA	C	Protein of unknown function (DUF2764)
GUT_GENOME029311_00533	411477.PARMER_02225	0.0	1094.3	Porphyromonadaceae	atpA		3.6.3.14,3.6.3.15	ko:K02117	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002,ko01000	3.A.2.2,3.A.2.3			Bacteria	22WQG@171551,2FMQ6@200643,4NIB6@976,COG1155@1,COG1155@2	NA|NA|NA	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type alpha chain is a catalytic subunit
GUT_GENOME029311_00534	411477.PARMER_02224	1e-248	865.5	Porphyromonadaceae	atpB			ko:K02118	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			Bacteria	22WY4@171551,2FNPF@200643,4NIH8@976,COG1156@1,COG1156@2	NA|NA|NA	C	the B subunit is part of the catalytic core of the ATP synthase complex
GUT_GENOME029311_00535	411477.PARMER_02223	8.5e-83	313.2	Porphyromonadaceae	atpD			ko:K02120	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			Bacteria	22X0S@171551,2FM0M@200643,4NMF2@976,COG1394@1,COG1394@2	NA|NA|NA	C	ATP synthase subunit D
GUT_GENOME029311_00536	999419.HMPREF1077_03224	0.0	1122.8	Porphyromonadaceae	atpI			ko:K02123	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			Bacteria	22X61@171551,2FMC6@200643,4NGJ9@976,COG1269@1,COG1269@2	NA|NA|NA	U	Belongs to the V-ATPase 116 kDa subunit family
GUT_GENOME029311_00537	1235803.C825_04850	4.9e-73	280.4	Porphyromonadaceae	atpE	GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042802,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600		ko:K02110,ko:K02124	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157,M00159			ko00000,ko00001,ko00002,ko00194	3.A.2.1,3.A.2.2,3.A.2.3			Bacteria	22Y8P@171551,2G39F@200643,4NQ9J@976,COG0636@1,COG0636@2	NA|NA|NA	C	ATPase, subunit K
GUT_GENOME029311_00538	411477.PARMER_02220	0.0	1607.0	Porphyromonadaceae													Bacteria	22W8N@171551,2FPZU@200643,4NE2Q@976,COG1506@1,COG1506@2	NA|NA|NA	E	Dipeptidyl peptidase IV (DPP IV) N-terminal region
