#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000307531_00027	1046714.AMRX01000008_gene1196	5.96e-50	177.0	COG1835@1|root,COG1835@2|Bacteria,1RDAA@1224|Proteobacteria,1SYXS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	Acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
MGYG000307531_00059	1280001.BAOA01000007_gene4019	5.83e-250	699.0	COG0477@1|root,COG0477@2|Bacteria,1PF0S@1224|Proteobacteria,1THJX@1236|Gammaproteobacteria,1XWG9@135623|Vibrionales	135623|Vibrionales	EGP	Major facilitator Superfamily	-	-	-	ko:K03446	-	M00701	-	-	ko00000,ko00002,ko02000	2.A.1.3	-	-	MFS_1
MGYG000307531_00091	675806.VII_002888	9.17e-202	572.0	COG1541@1|root,COG1541@2|Bacteria,1RFV4@1224|Proteobacteria,1S519@1236|Gammaproteobacteria,1XUMD@135623|Vibrionales	135623|Vibrionales	H	COG1541 Coenzyme F390 synthetase	-	-	6.2.1.30	ko:K01912	ko00360,ko01120,ko05111,map00360,map01120,map05111	-	R02539	RC00004,RC00014	ko00000,ko00001,ko01000	-	-	-	AMP-binding
MGYG000307531_00123	316275.VSAL_I0220	2.95e-212	587.0	COG0181@1|root,COG0181@2|Bacteria,1MU56@1224|Proteobacteria,1RMQ8@1236|Gammaproteobacteria,1XSM4@135623|Vibrionales	135623|Vibrionales	H	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	hemC	GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.61	ko:K01749	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00084	RC02317	ko00000,ko00001,ko00002,ko01000	-	-	-	Porphobil_deam,Porphobil_deamC
MGYG000307531_00155	312309.VF_0031	1.88e-308	843.0	COG0038@1|root,COG0038@2|Bacteria,1MV4K@1224|Proteobacteria,1RZI1@1236|Gammaproteobacteria,1XWD8@135623|Vibrionales	135623|Vibrionales	P	Voltage gated chloride channel	-	-	-	-	-	-	-	-	-	-	-	-	Voltage_CLC
MGYG000307531_00188	312309.VF_2572	7.09e-168	474.0	COG1475@1|root,COG1475@2|Bacteria,1MW2E@1224|Proteobacteria,1RN65@1236|Gammaproteobacteria,1XUPW@135623|Vibrionales	135623|Vibrionales	K	Belongs to the ParB family	parB	-	-	ko:K03497	-	-	-	-	ko00000,ko03000,ko03036,ko04812	-	-	-	ParBc
MGYG000307531_00220	312309.VF_2539	2.76e-73	226.0	COG0551@1|root,COG0551@2|Bacteria,1MX2E@1224|Proteobacteria,1RQ85@1236|Gammaproteobacteria,1XUJR@135623|Vibrionales	135623|Vibrionales	L	COG0551 Zn-finger domain associated with topoisomerase type I	yrdD	-	-	ko:K07479	-	-	-	-	ko00000	-	-	-	zf-C4_Topoisom
MGYG000307531_00252	316275.VSAL_I2283	8.17e-103	298.0	COG0835@1|root,COG0835@2|Bacteria,1RAH1@1224|Proteobacteria,1SYDF@1236|Gammaproteobacteria,1XSQC@135623|Vibrionales	135623|Vibrionales	NT	COG0835 Chemotaxis signal transduction protein	cheW	-	-	ko:K03408	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	CheW
MGYG000307531_00284	312309.VF_1860	0.0	1132.0	COG1345@1|root,COG1345@2|Bacteria,1MUVP@1224|Proteobacteria,1RS2S@1236|Gammaproteobacteria,1XU55@135623|Vibrionales	135623|Vibrionales	N	morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end	fliD	GO:0001539,GO:0003674,GO:0005198,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009420,GO:0009421,GO:0009424,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0097588	-	ko:K02407	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flagellin_IN,FliD_C,FliD_N
MGYG000307531_00348	316275.VSAL_I0772	2.09e-88	272.0	2CAV1@1|root,2ZBY8@2|Bacteria,1RAGI@1224|Proteobacteria,1RYPG@1236|Gammaproteobacteria,1XXR4@135623|Vibrionales	135623|Vibrionales	S	Phage capsid scaffolding protein (GPO) serine peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPO
MGYG000307531_00380	312309.VF_1908	0.0	945.0	COG3850@1|root,COG3850@2|Bacteria,1MWZT@1224|Proteobacteria,1RNPP@1236|Gammaproteobacteria,1XSRJ@135623|Vibrionales	135623|Vibrionales	T	COG3850 Signal transduction histidine kinase, nitrate nitrite-specific	narQ	-	2.7.13.3	ko:K07674	ko02020,map02020	M00472	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA_3,PilJ
MGYG000307531_00412	312309.VF_1940	7.42e-161	451.0	29T5U@1|root,30ECJ@2|Bacteria,1RGM8@1224|Proteobacteria,1S46N@1236|Gammaproteobacteria,1XUUU@135623|Vibrionales	135623|Vibrionales	S	Protein of unknown function (DUF1282)	VP2297	-	-	-	-	-	-	-	-	-	-	-	DUF1282
MGYG000307531_00477	316275.VSAL_I0679	1.21e-204	570.0	COG1275@1|root,COG1275@2|Bacteria,1QMVH@1224|Proteobacteria,1RS7F@1236|Gammaproteobacteria,1XTQ2@135623|Vibrionales	135623|Vibrionales	P	COG1275 Tellurite resistance protein and related permeases	-	-	-	-	-	-	-	-	-	-	-	-	SLAC1
MGYG000307531_00541	312309.VF_0659	4.77e-100	290.0	COG4067@1|root,COG4067@2|Bacteria,1N19S@1224|Proteobacteria,1SZUH@1236|Gammaproteobacteria,1Y2X2@135623|Vibrionales	135623|Vibrionales	O	Putative ATP-dependant zinc protease	-	-	-	-	-	-	-	-	-	-	-	-	Zn_protease
MGYG000307531_00573	312309.VF_0696	0.0	2615.0	COG3064@1|root,COG3064@2|Bacteria,1N5U6@1224|Proteobacteria,1RYM4@1236|Gammaproteobacteria,1XT6B@135623|Vibrionales	135623|Vibrionales	M	pathogenesis	acfD	-	-	ko:K10939	ko05111,map05111	-	-	-	ko00000,ko00001	-	-	-	DUF4092,M60-like_N,Peptidase_M60
MGYG000307531_00641	312309.VF_0421	8.23e-61	186.0	COG2924@1|root,COG2924@2|Bacteria,1MZ2V@1224|Proteobacteria,1S964@1236|Gammaproteobacteria,1XXW7@135623|Vibrionales	135623|Vibrionales	C	Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes	yggX	-	-	-	-	-	-	-	-	-	-	-	Iron_traffic
MGYG000307531_00673	316275.VSAL_I0566	0.0	988.0	COG1190@1|root,COG1190@2|Bacteria,1MX1V@1224|Proteobacteria,1RMJN@1236|Gammaproteobacteria,1XSNE@135623|Vibrionales	135623|Vibrionales	J	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS	GO:0003674,GO:0003824,GO:0004812,GO:0004824,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006430,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
MGYG000307531_00739	312309.VF_0329	1.76e-104	304.0	COG3054@1|root,COG3054@2|Bacteria,1REC3@1224|Proteobacteria,1S3X5@1236|Gammaproteobacteria,1XSVB@135623|Vibrionales	135623|Vibrionales	S	Transcriptional regulator	ytfJ	-	-	ko:K07109	-	-	-	-	ko00000	-	-	-	YtfJ_HI0045
MGYG000307531_00771	312309.VF_0300	4.95e-143	410.0	COG3137@1|root,COG3137@2|Bacteria,1N9KB@1224|Proteobacteria,1THEB@1236|Gammaproteobacteria,1XUUB@135623|Vibrionales	135623|Vibrionales	M	salt-induced outer membrane protein	VP2736	-	-	ko:K07283	-	-	-	-	ko00000	-	-	-	DUF481
MGYG000307531_00835	312309.VF_1079	3.36e-115	334.0	COG0077@1|root,COG0077@2|Bacteria,1NI8H@1224|Proteobacteria,1TGWH@1236|Gammaproteobacteria,1Y10A@135623|Vibrionales	135623|Vibrionales	E	Prephenate dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000307531_00867	316275.VSAL_I1152	2.67e-227	627.0	COG0547@1|root,COG0547@2|Bacteria,1MUPV@1224|Proteobacteria,1RNXV@1236|Gammaproteobacteria,1XT64@135623|Vibrionales	135623|Vibrionales	F	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)	trpD	GO:0000162,GO:0003674,GO:0003824,GO:0004048,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.4.2.18	ko:K00766	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R01073	RC00440	ko00000,ko00001,ko00002,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3
MGYG000307531_00899	312309.VF_0984	2.06e-59	186.0	COG1574@1|root,COG1574@2|Bacteria,1P03B@1224|Proteobacteria,1SRVJ@1236|Gammaproteobacteria,1XXH0@135623|Vibrionales	135623|Vibrionales	S	Cystatin domain	-	-	-	-	-	-	-	-	-	-	-	-	Cystatin
MGYG000307531_00935	316275.VSAL_I2767	2.19e-166	466.0	COG0566@1|root,COG0566@2|Bacteria,1MWCM@1224|Proteobacteria,1RN2F@1236|Gammaproteobacteria,1XU81@135623|Vibrionales	135623|Vibrionales	J	Specifically methylates the ribose of guanosine 2251 in 23S rRNA	rlmB	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070039,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.185	ko:K03218	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SpoU_methylase,SpoU_sub_bind
MGYG000307531_00967	316275.VSAL_I2736	4.75e-158	446.0	COG5383@1|root,COG5383@2|Bacteria,1MWTV@1224|Proteobacteria,1RNJF@1236|Gammaproteobacteria,1XTHF@135623|Vibrionales	135623|Vibrionales	S	DUF1338	-	-	-	-	-	-	-	-	-	-	-	-	DUF1338
MGYG000307531_00999	870967.VIS19158_10799	3.51e-94	278.0	COG1961@1|root,COG1961@2|Bacteria,1MVK6@1224|Proteobacteria,1S0SC@1236|Gammaproteobacteria,1XXX4@135623|Vibrionales	135623|Vibrionales	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Resolvase
MGYG000307531_01031	312309.VF_2094	0.0	1066.0	COG0029@1|root,COG0029@2|Bacteria,1RBQW@1224|Proteobacteria,1RMMD@1236|Gammaproteobacteria,1XT0I@135623|Vibrionales	135623|Vibrionales	H	Catalyzes the oxidation of L-aspartate to iminoaspartate	nadB	GO:0001716,GO:0003674,GO:0003824,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008734,GO:0009117,GO:0009987,GO:0015922,GO:0016491,GO:0016638,GO:0016641,GO:0019362,GO:0019637,GO:0019674,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:1901360,GO:1901564	1.4.3.16	ko:K00278	ko00250,ko00760,ko01100,map00250,map00760,map01100	M00115	R00357,R00481	RC00006,RC02566	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
MGYG000307531_01063	316275.VSAL_I2499	2.48e-225	620.0	COG1897@1|root,COG1897@2|Bacteria,1MV64@1224|Proteobacteria,1RM7T@1236|Gammaproteobacteria,1XTIN@135623|Vibrionales	135623|Vibrionales	E	Transfers a succinyl group from succinyl-CoA to L- homoserine, forming succinyl-L-homoserine	metAS	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0008899,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016750,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.46	ko:K00651	ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230	M00017	R01777	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	HTS
MGYG000307531_01128	316275.VSAL_I0858	5.22e-143	406.0	2E04S@1|root,32VT8@2|Bacteria,1N3T4@1224|Proteobacteria,1SBN3@1236|Gammaproteobacteria,1XTHM@135623|Vibrionales	135623|Vibrionales	-	-	VV2139	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000307531_01160	243277.VC_2423	1.01e-44	151.0	COG4969@1|root,COG4969@2|Bacteria,1N7EQ@1224|Proteobacteria,1SBN6@1236|Gammaproteobacteria,1Y2DJ@135623|Vibrionales	135623|Vibrionales	NU	Pilin (bacterial filament)	pilA	-	-	ko:K02650	ko02020,map02020	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.15.2	-	-	N_methyl,Pilin
MGYG000307531_01262	312309.VF_2480	2.75e-255	704.0	COG3434@1|root,COG3434@2|Bacteria,1MVW1@1224|Proteobacteria,1RS25@1236|Gammaproteobacteria,1XTJ5@135623|Vibrionales	135623|Vibrionales	T	signal transduction protein containing EAL and modified HD-GYP domains	-	-	3.1.4.52	ko:K07181	ko05111,map05111	-	-	-	ko00000,ko00001,ko01000	-	-	-	EAL,HDOD
MGYG000307531_01294	312309.VF_2447	9.88e-181	505.0	COG0705@1|root,COG0705@2|Bacteria,1MYPM@1224|Proteobacteria,1RN1K@1236|Gammaproteobacteria,1XSZ8@135623|Vibrionales	135623|Vibrionales	S	membrane protein (homolog of Drosophila rhomboid)	glpG	-	-	ko:K02441	-	-	-	-	ko00000	-	-	-	Rhomboid,Rhomboid_N
MGYG000307531_01326	316275.VSAL_II0816	1.01e-70	214.0	COG0695@1|root,COG0695@2|Bacteria,1N0IY@1224|Proteobacteria,1SA4G@1236|Gammaproteobacteria,1XY0M@135623|Vibrionales	135623|Vibrionales	O	COG0695 Glutaredoxin and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	GST_N_3,Glutaredoxin
MGYG000307531_01390	316275.VSAL_II0491	4.21e-171	479.0	COG2145@1|root,COG2145@2|Bacteria,1MVES@1224|Proteobacteria,1RRAE@1236|Gammaproteobacteria,1XSM9@135623|Vibrionales	135623|Vibrionales	H	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)	thiM	-	2.7.1.50	ko:K00878	ko00730,ko01100,map00730,map01100	M00127	R04448	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HK
MGYG000307531_01422	316275.VSAL_II0787	7.25e-292	802.0	COG4623@1|root,COG4623@2|Bacteria,1MWDS@1224|Proteobacteria,1RM8W@1236|Gammaproteobacteria,1XUTK@135623|Vibrionales	135623|Vibrionales	M	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_3,SLT
MGYG000307531_01457	316275.VSAL_I2787	9.77e-231	635.0	COG2269@1|root,COG2269@2|Bacteria,1MU97@1224|Proteobacteria,1RMR9@1236|Gammaproteobacteria,1XSYN@135623|Vibrionales	135623|Vibrionales	J	With EpmB is involved in the beta-lysylation step of the post-translational modification of translation elongation factor P (EF-P). Catalyzes the ATP-dependent activation of (R)-beta-lysine produced by EpmB, forming a lysyl-adenylate, from which the beta- lysyl moiety is then transferred to the epsilon-amino group of a conserved specific lysine residue in EF-P	epmA	GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006430,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576	-	ko:K04568	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	tRNA-synt_2
