GUT_GENOME001853_00105	56ff77a4d54f39ed0d81093fb63589ac	489	Pfam	PF04715	Anthranilate synthase component I, N terminal region	28	171	5.7E-32	T	21-06-2019	IPR006805	Anthranilate synthase component I, N-terminal	GO:0009058	KEGG: 00400+4.1.3.27|KEGG: 00405+4.1.3.27|MetaCyc: PWY-5958|MetaCyc: PWY-6661
GUT_GENOME001853_00105	56ff77a4d54f39ed0d81093fb63589ac	489	PANTHER	PTHR11236:SF9		8	487	0.0	T	21-06-2019
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	Pfam	PF03466	LysR substrate binding domain	94	293	2.2E-16	T	21-06-2019	IPR005119	LysR, substrate-binding		
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	SUPERFAMILY	SSF46785		7	86	7.85E-20	T	21-06-2019	IPR036390	Winged helix DNA-binding domain superfamily		
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	Coils	Coil		69	89	-	T	21-06-2019
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	5	62	22.158	T	21-06-2019	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355	
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	Gene3D	G3DSA:1.10.10.10		6	93	1.5E-24	T	21-06-2019	IPR036388	Winged helix-like DNA-binding domain superfamily		
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	CDD	cd05466	PBP2_LTTR_substrate	97	291	8.86456E-15	T	21-06-2019
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	PANTHER	PTHR30126		6	296	4.5E-45	T	21-06-2019
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	Gene3D	G3DSA:3.40.190.290		96	296	3.4E-16	T	21-06-2019
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	8	66	1.4E-18	T	21-06-2019	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355	
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	33	43	3.8E-7	T	21-06-2019	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355	
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	22	33	3.8E-7	T	21-06-2019	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355	
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	43	54	3.8E-7	T	21-06-2019	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355	
GUT_GENOME001853_00315	7bd54d6505b774de44b861d6570c59ef	299	SUPERFAMILY	SSF53850		94	295	8.87E-14	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Gene3D	G3DSA:3.90.740.10		180	347	0.0	T	21-06-2019	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Gene3D	G3DSA:1.10.287.380		811	880	1.3E-14	T	21-06-2019	IPR037118	Valyl-tRNA synthetase, tRNA-binding arm superfamily	GO:0000166|GO:0004832|GO:0005524|GO:0005737|GO:0006438	KEGG: 00970+6.1.1.9|Reactome: R-HSA-379716
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	SUPERFAMILY	SSF50677		195	347	1.11E-63	T	21-06-2019	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	18	566	0.0	T	21-06-2019	IPR002300	Aminoacyl-tRNA synthetase, class Ia	GO:0000166|GO:0004812|GO:0005524|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	SUPERFAMILY	SSF52374		7	577	0.0	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Gene3D	G3DSA:3.40.50.620		26	528	0.0	T	21-06-2019	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold		
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	47	58	-	T	21-06-2019	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	SUPERFAMILY	SSF46589		818	882	1.99E-14	T	21-06-2019	IPR010978	Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm	GO:0000166	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Pfam	PF08264	Anticodon-binding domain of tRNA	610	758	1.8E-44	T	21-06-2019	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	GO:0004812|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Pfam	PF10458	Valyl tRNA synthetase tRNA binding arm	818	878	3.6E-16	T	21-06-2019	IPR019499	Valyl-tRNA synthetase,  tRNA-binding arm	GO:0000166|GO:0004832|GO:0005524|GO:0005737|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PANTHER	PTHR11946		7	883	0.0	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PRINTS	PR00986	Valyl-tRNA synthetase signature	40	51	2.8E-38	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PRINTS	PR00986	Valyl-tRNA synthetase signature	479	497	2.8E-38	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PRINTS	PR00986	Valyl-tRNA synthetase signature	236	253	2.8E-38	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PRINTS	PR00986	Valyl-tRNA synthetase signature	448	469	2.8E-38	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PRINTS	PR00986	Valyl-tRNA synthetase signature	351	364	2.8E-38	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	CDD	cd00817	ValRS_core	38	566	0.0	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Coils	Coil		823	843	-	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	SUPERFAMILY	SSF47323		579	829	2.99E-71	T	21-06-2019	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418	
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	PANTHER	PTHR11946:SF93		7	883	0.0	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	TIGRFAM	TIGR00422	valS: valine--tRNA ligase	8	866	0.0	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Hamap	MF_02004	Valine--tRNA ligase [valS].	4	883	16.123	T	21-06-2019	IPR002303	Valine-tRNA ligase	GO:0000166|GO:0004832|GO:0005524|GO:0006438	KEGG: 00970+6.1.1.9
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Gene3D	G3DSA:1.10.730.10		9	745	0.0	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	Coils	Coil		858	885	-	T	21-06-2019
GUT_GENOME001853_00716	5781536df573c5090ea3df22f2dc4eb9	885	CDD	cd07962	Anticodon_Ia_Val	566	702	1.6742E-61	T	21-06-2019	IPR033705	Valyl tRNA synthetase, anticodon-binding domain		KEGG: 00970+6.1.1.9
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	MobiDBLite	mobidb-lite	consensus disorder prediction	131	155	-	T	21-06-2019
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	SUPERFAMILY	SSF52218		1	170	3.19E-16	T	21-06-2019	IPR029039	Flavoprotein-like superfamily		
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	Pfam	PF12641	Flavodoxin domain	4	163	4.1E-58	T	21-06-2019	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181	
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	Gene3D	G3DSA:3.40.50.360		4	129	8.8E-12	T	21-06-2019	IPR029039	Flavoprotein-like superfamily		
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	MobiDBLite	mobidb-lite	consensus disorder prediction	138	155	-	T	21-06-2019
GUT_GENOME001853_00932	babba02e09ba0c74406a8cd59afbefd0	172	PANTHER	PTHR38030		1	168	4.8E-18	T	21-06-2019
GUT_GENOME001853_01446	4f8b3b86b9825d42e444f8779660e846	235	Pfam	PF06149	Protein of unknown function (DUF969)	1	200	9.2E-77	T	21-06-2019	IPR010374	Protein of unknown function DUF969		
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	CDD	cd01164	FruK_PfkB_like	1	289	3.77525E-123	T	21-06-2019	IPR017583	Tagatose/fructose phosphokinase	GO:0005975|GO:0016773	
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	ProSitePatterns	PS00584	pfkB family of carbohydrate kinases signature 2.	246	259	-	T	21-06-2019	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773	
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	PIRSF	PIRSF000535		1	304	4.6E-82	T	21-06-2019	IPR017583	Tagatose/fructose phosphokinase	GO:0005975|GO:0016773	
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	TIGRFAM	TIGR03828	pfkB: 1-phosphofructokinase	2	304	3.1E-104	T	21-06-2019	IPR022463	Fructose 1-phosphate kinase	GO:0008662	KEGG: 00051+2.7.1.56
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	Gene3D	G3DSA:3.40.1190.20		1	304	7.8E-99	T	21-06-2019	IPR029056	Ribokinase-like		
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	TIGRFAM	TIGR03168	1-PFK: hexose kinase, 1-phosphofructokinase family	2	303	1.1E-102	T	21-06-2019	IPR017583	Tagatose/fructose phosphokinase	GO:0005975|GO:0016773	
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	PANTHER	PTHR46566		1	303	5.1E-106	T	21-06-2019
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	Pfam	PF00294	pfkB family carbohydrate kinase	33	284	2.3E-48	T	21-06-2019	IPR011611	Carbohydrate kinase PfkB		
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	PANTHER	PTHR46566:SF1		1	303	5.1E-106	T	21-06-2019
GUT_GENOME001853_01444	5f95020a95d7240ff1ac23094cdb7f4d	304	SUPERFAMILY	SSF53613		1	302	3.43E-65	T	21-06-2019	IPR029056	Ribokinase-like		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	CDD	cd01560	Thr-synth_2	3	488	0.0	T	21-06-2019
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	Gene3D	G3DSA:3.40.50.1100		107	229	5.3E-127	T	21-06-2019
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	Pfam	PF14821	Threonine synthase N terminus	2	77	5.8E-15	T	21-06-2019	IPR029144	Threonine synthase, N-terminal		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	TIGRFAM	TIGR00260	thrC: threonine synthase	88	440	9.9E-71	T	21-06-2019	IPR004450	Threonine synthase-like		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	SUPERFAMILY	SSF53686		1	493	0.0	T	21-06-2019	IPR036052	Tryptophan synthase beta subunit-like PLP-dependent enzyme		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	PANTHER	PTHR43515:SF2		1	495	0.0	T	21-06-2019
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	PANTHER	PTHR43515		1	495	0.0	T	21-06-2019
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme	101	414	2.8E-16	T	21-06-2019	IPR001926	Pyridoxal-phosphate dependent enzyme		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	Gene3D	G3DSA:3.90.1380.10		1	89	6.0E-16	T	21-06-2019	IPR037158	Threonine synthase, N-terminal domain superfamily		
GUT_GENOME001853_01351	844e1d16dc8e39475e608ff56ab24917	499	Gene3D	G3DSA:3.40.50.1100		98	442	5.3E-127	T	21-06-2019
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	SUPERFAMILY	SSF51366		1	252	1.41E-77	T	21-06-2019	IPR011060	Ribulose-phosphate binding barrel	GO:0003824	
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	PANTHER	PTHR21235		2	252	1.4E-98	T	21-06-2019
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	PANTHER	PTHR21235:SF2		2	252	1.4E-98	T	21-06-2019
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	Gene3D	G3DSA:3.20.20.70		1	252	7.7E-104	T	21-06-2019	IPR013785	Aldolase-type TIM barrel	GO:0003824	
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	CDD	cd04731	HisF	4	247	3.42658E-137	T	21-06-2019	IPR004651	Histidine biosynthesis, HisF	GO:0000105|GO:0000107	KEGG: 00340+4.3.2.10
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	Hamap	MF_01013	Imidazole glycerol phosphate synthase subunit HisF [hisF].	1	252	46.004	T	21-06-2019	IPR004651	Histidine biosynthesis, HisF	GO:0000105|GO:0000107	KEGG: 00340+4.3.2.10
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	Pfam	PF00977	Histidine biosynthesis protein	5	235	2.3E-84	T	21-06-2019	IPR006062	Histidine biosynthesis	GO:0000105	
GUT_GENOME001853_00789	df02baac9700b776de42453a05cee17c	252	TIGRFAM	TIGR00735	hisF: imidazoleglycerol phosphate synthase, cyclase subunit	1	252	1.8E-105	T	21-06-2019	IPR004651	Histidine biosynthesis, HisF	GO:0000105|GO:0000107	KEGG: 00340+4.3.2.10
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	SUPERFAMILY	SSF55174		4	68	4.97E-17	T	21-06-2019
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	ProSiteProfiles	PS50889	S4 RNA-binding domain profile.	14	77	11.471	T	21-06-2019	IPR002942	RNA-binding S4 domain	GO:0003723	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	CDD	cd00165	S4	16	62	6.6542E-7	T	21-06-2019	IPR002942	RNA-binding S4 domain	GO:0003723	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	Pfam	PF13275	S4 domain	7	67	4.0E-21	T	21-06-2019
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	PANTHER	PTHR32319:SF3		3	74	7.2E-19	T	21-06-2019
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	Gene3D	G3DSA:3.10.290.10		1	72	1.3E-21	T	21-06-2019	IPR036986	RNA-binding S4 domain superfamily	GO:0003723	
GUT_GENOME001853_00828	5c7da011ec05718798a2cdaead67f6b7	77	PANTHER	PTHR32319		3	74	7.2E-19	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PANTHER	PTHR32063:SF13		2	1048	0.0	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:1.20.1640.10		8	513	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82866		842	1043	1.83E-43	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	TIGRFAM	TIGR00915	2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	2	1057	0.0	T	21-06-2019	IPR004764	Hydrophobe/amphiphile efflux-1 HAE1	GO:0006855|GO:0015562|GO:0016021	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.2090.10		732	820	1.0E-301	T	21-06-2019	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82714		182	270	3.92E-21	T	21-06-2019	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Pfam	PF00873	AcrB/AcrD/AcrF family	2	1044	0.0	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PANTHER	PTHR32063		2	1048	0.0	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.70.1320		133	331	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.70.1440		680	877	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82693		135	329	1.41E-21	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.2090.10		179	274	1.0E-301	T	21-06-2019	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:1.20.1640.10		514	1041	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.70.1430		568	679	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82693		38	132	3.92E-23	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Coils	Coil		1059	1060	-	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82693		683	868	1.31E-22	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	8	32	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	335	358	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	390	414	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	469	492	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	36	54	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	362	383	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	444	467	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	PRINTS	PR00702	Acriflavin resistance protein family signature	553	570	4.6E-90	T	21-06-2019	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82714		733	812	8.37E-16	T	21-06-2019	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	Gene3D	G3DSA:3.30.70.1430		38	828	1.0E-301	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82866		295	496	3.01E-51	T	21-06-2019
GUT_GENOME001853_00511	9adefccb4043db200ed64615e172a5c7	1060	SUPERFAMILY	SSF82693		566	682	7.32E-17	T	21-06-2019
GUT_GENOME001853_01922	9b355814d8fa5a9ff6e4e80f69911fe7	487	Pfam	PF00199	Catalase	8	389	0.0	T	21-06-2019	IPR011614	Catalase core domain	GO:0004096|GO:0020037|GO:0055114	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017
GUT_GENOME001853_01922	9b355814d8fa5a9ff6e4e80f69911fe7	487	ProSiteProfiles	PS51402	catalase family profile.	4	483	75.729	T	21-06-2019	IPR018028	Catalase, mono-functional, haem-containing	GO:0004096|GO:0006979|GO:0020037|GO:0055114	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017
GUT_GENOME001853_01922	9b355814d8fa5a9ff6e4e80f69911fe7	487	SUPERFAMILY	SSF56634		3	481	0.0	T	21-06-2019	IPR020835	Catalase superfamily	GO:0020037|GO:0055114	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017
GUT_GENOME001853_01922	9b355814d8fa5a9ff6e4e80f69911fe7	487	Gene3D	G3DSA:2.40.180.10		3	486	0.0	T	21-06-2019	IPR037060	Catalase core domain superfamily	GO:0004096|GO:0020037|GO:0055114	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6
GUT_GENOME001853_01922	9b355814d8fa5a9ff6e4e80f69911fe7	487	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	21-06-2019
