#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297003_02777	1121104.AQXH01000002_gene528	7.45e-145	424.0	COG2807@1|root,COG2807@2|Bacteria,4NHIR@976|Bacteroidetes,1IW34@117747|Sphingobacteriia	976|Bacteroidetes	P	Major Facilitator Superfamily	-	-	-	ko:K03449	-	-	-	-	ko00000,ko02000	2.A.1.17	-	-	MFS_1
MGYG000297003_02809	1121930.AQXG01000002_gene2084	1.13e-264	734.0	COG0215@1|root,COG0215@2|Bacteria,4NE3Y@976|Bacteroidetes,1INZ2@117747|Sphingobacteriia	976|Bacteroidetes	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
MGYG000297003_02841	1121930.AQXG01000008_gene174	1.92e-108	320.0	COG0106@1|root,COG0106@2|Bacteria,4NEEX@976|Bacteroidetes,1INU2@117747|Sphingobacteriia	976|Bacteroidetes	E	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase	hisA	GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetyltransf_10,DUF559,GIY-YIG,His_biosynth
MGYG000297003_02874	1121104.AQXH01000002_gene747	5.15e-242	724.0	COG4447@1|root,COG4447@2|Bacteria,4NEJ8@976|Bacteroidetes,1IXY7@117747|Sphingobacteriia	976|Bacteroidetes	S	cellulose binding	-	-	-	-	-	-	-	-	-	-	-	-	Big_5,FlgD_ig,MAM,Sortilin-Vps10,TIG,fn3
MGYG000297003_02908	1123248.KB893385_gene4876	3.88e-73	240.0	COG0472@1|root,COG0472@2|Bacteria,4NGKM@976|Bacteroidetes,1INPS@117747|Sphingobacteriia	976|Bacteroidetes	M	Glycosyl transferase, family 4	mraY2	-	-	-	-	-	-	-	-	-	-	-	CoA_binding_3,Glyco_tran_WecB,Glycos_transf_4,MraY_sig1
MGYG000297003_02940	1121104.AQXH01000003_gene400	1.98e-112	328.0	COG0745@1|root,COG0745@2|Bacteria,4NHUJ@976|Bacteroidetes,1IPU3@117747|Sphingobacteriia	976|Bacteroidetes	T	response regulator	-	-	-	ko:K07670	ko02020,map02020	M00461	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
MGYG000297003_02972	701347.Entcl_1845	9.41e-20	91.7	2CWYZ@1|root,32T0P@2|Bacteria,1MZEM@1224|Proteobacteria,1S9HP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_03004	216591.BCAL1560	1.11e-06	56.6	COG2755@1|root,COG2755@2|Bacteria,1QVNG@1224|Proteobacteria	1224|Proteobacteria	E	lipolytic protein G-D-S-L family	-	-	-	-	-	-	-	-	-	-	-	-	SASA
MGYG000297003_03070	1121930.AQXG01000007_gene499	6.06e-222	640.0	COG4775@1|root,COG4775@2|Bacteria,4NR0H@976|Bacteroidetes	976|Bacteroidetes	M	Surface antigen	-	-	-	ko:K07277	-	-	-	-	ko00000,ko02000,ko03029	1.B.33	-	-	Bac_surface_Ag,POTRA
MGYG000297003_03102	1121930.AQXG01000016_gene1781	1.12e-186	538.0	COG2335@1|root,COG2335@2|Bacteria,4NQE5@976|Bacteroidetes	976|Bacteroidetes	M	COG2335, Secreted and surface protein containing fasciclin-like repeats	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_03135	478741.JAFS01000001_gene1364	1.15e-157	467.0	COG0645@1|root,COG2187@1|root,COG0645@2|Bacteria,COG2187@2|Bacteria,46YW3@74201|Verrucomicrobia,37G5X@326457|unclassified Verrucomicrobia	74201|Verrucomicrobia	S	AAA domain	gntK	-	-	ko:K07028	-	-	-	-	ko00000	-	-	-	AAA_33
MGYG000297003_03167	211165.AJLN01000081_gene1023	5.77e-27	103.0	COG3502@1|root,COG3502@2|Bacteria,1G99N@1117|Cyanobacteria,1JIXC@1189|Stigonemataceae	1117|Cyanobacteria	S	Protein of unknown function (DUF952)	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	DUF4089,DUF952,GST_C_2,GST_N_3
MGYG000297003_03199	517417.Cpar_1020	5.68e-103	309.0	COG3264@1|root,COG3264@2|Bacteria	2|Bacteria	M	cellular water homeostasis	-	-	-	ko:K03442	-	-	-	-	ko00000,ko02000	1.A.23.2	-	-	BON,DEP,MS_channel
MGYG000297003_03231	1121930.AQXG01000003_gene2487	7.67e-50	160.0	COG2314@1|root,COG2314@2|Bacteria,4NWIC@976|Bacteroidetes	976|Bacteroidetes	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	TM2
MGYG000297003_03295	443144.GM21_0323	2.85e-160	479.0	COG0507@1|root,COG0507@2|Bacteria,1MW43@1224|Proteobacteria,42NRK@68525|delta/epsilon subdivisions,2WIM6@28221|Deltaproteobacteria	28221|Deltaproteobacteria	L	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	recD	-	3.1.11.5	ko:K03581	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AAA_19,AAA_30,UvrD_C_2
MGYG000297003_03333	1121930.AQXG01000002_gene2035	3.1e-103	308.0	COG1968@1|root,COG1968@2|Bacteria,4NGIZ@976|Bacteroidetes,1IPDJ@117747|Sphingobacteriia	976|Bacteroidetes	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
MGYG000297003_03365	1230457.C476_03743	3.57e-35	135.0	COG0589@1|root,arCOG00449@2157|Archaea,2XVPB@28890|Euryarchaeota,23SHQ@183963|Halobacteria	183963|Halobacteria	T	COG0589 Universal stress protein UspA and related nucleotide-binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Usp
MGYG000297003_03397	865937.Gilli_1787	2.92e-55	179.0	COG2323@1|root,COG2323@2|Bacteria,4NR3N@976|Bacteroidetes,1I1DT@117743|Flavobacteriia,2P6KP@244698|Gillisia	976|Bacteroidetes	S	Protein of unknown function (DUF421)	-	-	-	-	-	-	-	-	-	-	-	-	DUF421
MGYG000297003_03494	945713.IALB_2753	1.08e-44	164.0	COG0265@1|root,COG0265@2|Bacteria	2|Bacteria	O	serine-type endopeptidase activity	-	-	-	ko:K09973	-	-	-	-	ko00000	-	-	-	AAA,Cu_amine_oxidN1,DUF4163,FGE-sulfatase,GUN4,PDZ,PPC,Peptidase_C14,TIR_2,TPR_11,TPR_16,TPR_19,TPR_2,TPR_8,TraB,Trypsin_2
MGYG000297003_03527	379066.GAU_3153	1.34e-18	87.4	COG0069@1|root,COG0069@2|Bacteria,1ZSQA@142182|Gemmatimonadetes	2|Bacteria	E	Conserved region in glutamate synthase	glt	-	-	-	-	-	-	-	-	-	-	-	Glu_syn_central,Glu_synthase
MGYG000297003_03560	1121930.AQXG01000003_gene2554	3.31e-57	187.0	COG0810@1|root,COG0810@2|Bacteria,4NMG7@976|Bacteroidetes	976|Bacteroidetes	M	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	PAP_PilO,Peptidase_M56,TonB_C
MGYG000297003_03413	1121930.AQXG01000001_gene1103	5.27e-311	858.0	COG1228@1|root,COG1228@2|Bacteria,4NG0U@976|Bacteroidetes,1IR48@117747|Sphingobacteriia	976|Bacteroidetes	Q	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
MGYG000297003_03354	1121930.AQXG01000001_gene1232	3.31e-157	447.0	COG1469@1|root,COG1469@2|Bacteria	2|Bacteria	S	GTP cyclohydrolase activity	folE2	-	3.5.4.16	ko:K09007	ko00790,ko01100,map00790,map01100	M00126	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GCHY-1
MGYG000297003_00306	1121930.AQXG01000007_gene487	1.67e-113	332.0	COG2003@1|root,COG2003@2|Bacteria,4NFBF@976|Bacteroidetes,1IRTC@117747|Sphingobacteriia	976|Bacteroidetes	L	Belongs to the UPF0758 family	radC	-	-	ko:K03630	-	-	-	-	ko00000	-	-	-	RadC
MGYG000297003_02186	1121930.AQXG01000002_gene2056	7.24e-170	483.0	COG0182@1|root,COG0182@2|Bacteria,4NETC@976|Bacteroidetes,1IXGK@117747|Sphingobacteriia	976|Bacteroidetes	J	Initiation factor 2 subunit family	mtnA	-	5.3.1.23	ko:K08963	ko00270,ko01100,map00270,map01100	M00034	R04420	RC01151	ko00000,ko00001,ko00002,ko01000	-	-	-	IF-2B
MGYG000297003_02218	1121930.AQXG01000001_gene1088	3.19e-181	513.0	COG1194@1|root,COG1194@2|Bacteria,4NDZY@976|Bacteroidetes,1IPZD@117747|Sphingobacteriia	976|Bacteroidetes	L	TIGRFAM A G-specific adenine glycosylase	mutY	-	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HHH,HhH-GPD,NUDIX_4
MGYG000297003_02250	485918.Cpin_2918	6.7e-124	358.0	COG1131@1|root,COG1131@2|Bacteria,4NFW9@976|Bacteroidetes,1INYX@117747|Sphingobacteriia	976|Bacteroidetes	V	ABC transporter	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,DUF4162
MGYG000297003_02282	1121104.AQXH01000002_gene736	0.0	945.0	COG4775@1|root,COG4775@2|Bacteria,4NE6Z@976|Bacteroidetes	976|Bacteroidetes	M	Outer membrane protein assembly complex, YaeT protein	yaeT	-	-	ko:K07277	-	-	-	-	ko00000,ko02000,ko03029	1.B.33	-	-	Bac_surface_Ag,POTRA
MGYG000297003_02314	323848.Nmul_A2092	3.97e-89	273.0	COG1073@1|root,COG1073@2|Bacteria,1RIWI@1224|Proteobacteria,2VU4X@28216|Betaproteobacteria,372W6@32003|Nitrosomonadales	28216|Betaproteobacteria	S	Prolyl oligopeptidase family	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	Abhydrolase_1,Hydrolase_4
MGYG000297003_02346	1121104.AQXH01000001_gene1376	2.6e-240	674.0	COG1249@1|root,COG1249@2|Bacteria,4NGUU@976|Bacteroidetes,1IVFB@117747|Sphingobacteriia	976|Bacteroidetes	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	merA1	-	-	-	-	-	-	-	-	-	-	-	HMA,Pyr_redox_2,Pyr_redox_dim
MGYG000297003_02378	1121930.AQXG01000001_gene1394	2.06e-180	509.0	COG1493@1|root,COG1493@2|Bacteria,4P15V@976|Bacteroidetes	976|Bacteroidetes	T	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr)	hprK	-	-	ko:K06023	-	-	-	-	ko00000,ko01000	-	-	-	Hpr_kinase_C,Hpr_kinase_N
MGYG000297003_02410	1121104.AQXH01000001_gene1314	3.81e-153	439.0	COG2304@1|root,COG2304@2|Bacteria,4NDUC@976|Bacteroidetes,1IP6P@117747|Sphingobacteriia	976|Bacteroidetes	S	von Willebrand factor, type A	batA	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	BatA,VWA,VWA_2
MGYG000297003_02442	1121930.AQXG01000003_gene2735	1.43e-199	565.0	COG0166@1|root,COG0166@2|Bacteria,4NDV0@976|Bacteroidetes	976|Bacteroidetes	G	Belongs to the GPI family	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
MGYG000297003_02474	1168034.FH5T_18690	7.96e-84	254.0	COG2120@1|root,COG2120@2|Bacteria,4NN16@976|Bacteroidetes,2FW3I@200643|Bacteroidia	976|Bacteroidetes	S	GlcNAc-PI de-N-acetylase	-	-	-	-	-	-	-	-	-	-	-	-	PIG-L
MGYG000297003_02506	204536.SULAZ_0357	3.2e-156	471.0	COG1086@1|root,COG1086@2|Bacteria,2G54P@200783|Aquificae	200783|Aquificae	M	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	CoA_binding_3,Polysacc_synt_2
MGYG000297003_02538	1121930.AQXG01000003_gene2521	2.78e-82	259.0	COG2067@1|root,COG2067@2|Bacteria,4P4MZ@976|Bacteroidetes	976|Bacteroidetes	I	long-chain fatty acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_02570	1121930.AQXG01000001_gene1167	8.81e-268	742.0	COG0064@1|root,COG0064@2|Bacteria,4NF3B@976|Bacteroidetes,1INQU@117747|Sphingobacteriia	976|Bacteroidetes	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	-	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
MGYG000297003_02634	682795.AciX8_0853	2.3e-54	187.0	COG2017@1|root,COG2017@2|Bacteria,3Y79X@57723|Acidobacteria,2JKEM@204432|Acidobacteriia	204432|Acidobacteriia	G	converts alpha-aldose to the beta-anomer	-	-	-	-	-	-	-	-	-	-	-	-	Aldose_epim,DUF4432
MGYG000297003_02667	1121930.AQXG01000004_gene2924	3.59e-105	309.0	COG2197@1|root,COG2197@2|Bacteria,4NP2G@976|Bacteroidetes	976|Bacteroidetes	T	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
MGYG000297003_02699	1189612.A33Q_1496	1.12e-50	167.0	COG3637@1|root,COG3637@2|Bacteria,4NV08@976|Bacteroidetes,47R7Z@768503|Cytophagia	976|Bacteroidetes	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl
MGYG000297003_02731	1121875.KB907548_gene1642	2.98e-23	95.1	COG3631@1|root,COG3631@2|Bacteria,4NPKS@976|Bacteroidetes,1I2EQ@117743|Flavobacteriia	976|Bacteroidetes	S	SnoaL-like domain	-	-	-	ko:K06893	-	-	-	-	ko00000	-	-	-	DUF4440,SnoaL,SnoaL_2
MGYG000297003_02763	794903.OPIT5_00865	5.01e-06	51.6	2B8A5@1|root,321IQ@2|Bacteria,46XV9@74201|Verrucomicrobia,3K8D2@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_02795	1120972.AUMH01000007_gene1617	9.93e-150	437.0	2CA5R@1|root,2Z81H@2|Bacteria,1UYYB@1239|Firmicutes,4HA7J@91061|Bacilli	91061|Bacilli	S	Domain of unknown function (DUF4153)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4153
MGYG000297003_02827	634497.HAH_0700	1.78e-106	321.0	arCOG09128@1|root,arCOG09128@2157|Archaea,2XV0F@28890|Euryarchaeota,23SIY@183963|Halobacteria	183963|Halobacteria	S	protein related to plant photosystem II stability assembly factor	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_02859	518766.Rmar_1671	1.47e-139	401.0	COG2897@1|root,COG2897@2|Bacteria,4NF85@976|Bacteroidetes,1FJSZ@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	P	Rhodanese Homology Domain	-	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
MGYG000297003_02926	1121930.AQXG01000002_gene2179	1.25e-65	204.0	2FHGR@1|root,349AT@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_03023	1121104.AQXH01000001_gene1830	4.85e-259	724.0	COG0111@1|root,COG0111@2|Bacteria,4NDVN@976|Bacteroidetes	976|Bacteroidetes	EH	D-isomer specific 2-hydroxyacid dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh,2-Hacid_dh_C
MGYG000297003_03088	1121930.AQXG01000002_gene2380	1.3e-60	190.0	COG2391@1|root,COG2391@2|Bacteria,4NQ9C@976|Bacteroidetes,1ITS8@117747|Sphingobacteriia	976|Bacteroidetes	S	Sulphur transport	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	Sulf_transp
MGYG000297003_03120	1121104.AQXH01000001_gene1906	1.57e-266	747.0	COG0591@1|root,COG0591@2|Bacteria,4NEN8@976|Bacteroidetes,1INRR@117747|Sphingobacteriia	976|Bacteroidetes	E	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	-	-	-	-	-	-	-	-	-	-	-	-	SSF
